text_id, feature_id, text_type, text_order, text_text
65,22,0,2,"You can now inscribe magical rituals in your Book of Shadows. Choose two 1st-level spells that have the ritual tag from any class's spell list (the two needn't be from the same list). The spells appear in the book and don't count against the number of spells you know. With your Book of Shadows in hand, you can cast the chosen spells as rituals. You can't cast the spells except as rituals, unless you've learned them by some other means. You can also cast a warlock spell you know as a ritual if it has the ritual tag."
66,22,0,3,"On your adventures, you can add other ritual spells to your Book of Shadows. When you find such a spell, you can add it to the book if the spell's level is equal to or less than half your warlock level (rounded up) and if you can spare the time to transcribe the spell. For each level of the spell, the transcription process takes 2 hours and costs 50 gp for the rare inks needed to inscribe it."
67,23,2,0,"Chains of Carceri"
68,23,0,1,"<b>Prerequisite: 15th level, Pact of the Chain feature</b>"
69,23,0,2,"You can cast hold monster at will-targeting a celestial, fiend, or elemental-without expending a spell slot or material components. You must finish a long rest before you can use this invocation on the same creature again."
70,24,2,0,"Devil's Sight"
71,24,0,1,"You can see normally in darkness, both magical and nonmagical, to a distance of 120 feet."
72,25,2,0,"Dreadful Word"
73,25,0,1,"<b>Prerequisite: 7th level</b>"
74,25,0,2,"You can cast confusion once using a warlock spell slot. You can't do so again until you finish a long rest."
75,26,2,0,"Eldritch Sight"
76,26,0,1,"You can cast detect magic at will, without expending a spell slot."
77,27,2,0,"Eldritch Spear"
78,27,0,1,"<b>Prerequisite: eldritch blast cantrip</b>"
79,27,0,2,"When you cast eldritch blast, its range is 300 feet."
80,28,2,0,"Eyes of the Rune Keeper"
81,28,0,1,"You can read all writing."
82,29,2,0,"Fiendish Vigor"
83,29,0,1,"You can cast false life on yourself at will as a 1st-level spell, without expending a spell slot or material components."
84,30,2,0,"Gaze of Two Minds"
85,30,0,1,"You can use your action to touch a willing humanoid and perceive through its senses until the end of your next turn. As long as the creature is on the same plane of existence as you, you can use your action on subsequent turns to maintain this connection, extending the duration until the end of your next turn. While perceiving through the other creature's senses, you benefit from any special senses possessed by that creature, and you are blinded and deafened to your own surroundings."
86,31,2,0,"Lifedrinker"
87,31,0,1,"<b>Prerequisite: 12th level, Pact of the Blade feature</b>"
88,31,0,2,"When you hit a creature with your pact weapon, the creature takes extra necrotic damage equal to your Charisma modifier (minimum 1)."
89,32,2,0,"Mask of Many Faces"
90,32,0,1,"You can cast disguise self at will, without expending a spell slot."
91,33,2,0,"Master of Myriad Forms"
92,33,0,1,"<b>Prerequisite: 15th level</b>"
93,33,0,2,"You can cast alter self at will, without expending a spell slot."
94,34,2,0,"Minions of Chaos"
95,34,0,1,"<b>Prerequisite: 9th level</b>"
96,34,0,2,"You can cast conjure elemental once using a warlock spell slot. You can't do so again until you finish a long rest."
97,35,2,0,"Mire the Mind"
98,35,0,1,"<b>Prerequisite: 5th level</b>"
99,35,0,2,"You can cast slow once using a warlock spell slot."
100,35,0,3,"You can't do so again until you finish a long rest."
101,36,2,0,"Misty Visions"
102,36,0,1,"You can cast silent image at will, without expending a spell slot or material components."
103,37,2,0,"One with Shadows"
104,37,0,1,"<b>Prerequisite: 5th level</b>"
105,37,0,2,"When you are in an area of dim light or darkness, you can use your action to become invisible until you move or take an action or a reaction."
106,38,2,0,"Otherworldly Leap"
107,38,0,1,"<b>Prerequisite: 9th level</b>"
108,38,0,2,"You can cast jump on yourself at will, without expending a spell slot or material components."
109,39,2,0,"Repelling Blast"
110,39,0,1,"<b>Prerequisite: eldritch blast cantrip</b>"
111,39,0,2,"When you hit a creature with eldritch blast, you can push the creature up to 10 feet away from you in a straight line."
112,40,2,0,"Sculptor of Flesh"
113,40,0,1,"<b>Prerequisite: 7th level</b>"
114,40,0,2,"You can cast polymorph once using a warlock spell slot. You can't do so again until you finish a long rest."
115,41,2,0,"Sign of Ill Omen"
116,41,0,1,"<b>Prerequisite: 5th level</b>"
117,41,0,2,"You can cast bestow curse once using a warlock spell slot. You can't do so again until you finish a long rest."
118,42,2,0,"Thief of Five Fates"
119,42,0,1,"You can cast bane once using a warlock spell slot."
120,42,0,2,"You can't do so again until you finish a long rest."
121,43,2,0,"Thirsting Blade"
122,43,0,1,"<b>Prerequisite: 5th level, Pact of the Blade feature</b>"
123,43,0,2,"You can attack with your pact weapon twice, instead of once, whenever you take the Attack action on your turn."
124,44,2,0,"Visions of Distant Realms"
125,44,0,1,"<b>Prerequisite: 15th level</b>"
126,44,0,2,"You can cast arcane eye at will, without expending a spell slot."
127,45,2,0,"Voice of the Chain Master"
128,45,0,1,"<b>Prerequisite: Pact of the Chain feature</b>"
129,45,0,2,"You can communicate telepathically with your familiar and perceive through your familiar's senses as long as you are on the same plane of existence."
130,45,0,3,"Additionally, while perceiving through your familiar's senses, you can also speak through your familiar in your own voice, even if your familiar is normally incapable of speech."
131,46,2,0,"Whispers of the Grave"
132,46,0,1,"<b>Prerequisite: 9th level</b>"
133,46,0,2,"You can cast speak with dead at will, without expending a spell slot."
134,47,2,0,"Witch Sight"
135,47,0,1,"<b>Prerequisite: 15th level</b>"
136,47,0,2,"You can see the true form of any shapechanger or creature concealed by illusion or transmutation magic while the creature is within 30 feet of you and within line of sight."
137,48,1,0,"The Fiend"
138,48,0,1,"You have made a pact with a fiend from the lower planes of existence, a being whose aims are evil, even if you strive against those aims. Such beings desire the corruption or destruction of all things, ultimately including you. Fiends powerful enough to forge a pact include demon lords such as Demogorgon, Orcus, Fraz'Urb-luu, and Baphomet;"
139,48,0,2,"archdevils such as Asmodeus, Dispater, Mephistopheles, and Belial; pit fiends and balors that are especially mighty; and ultroloths and other lords of the yugoloths."
140,49,2,0,"Expanded Spell List"
141,49,0,1,"The Fiend lets you choose from an expanded list of spells when you learn a warlock spell. The following spells are added to the warlock spell list for you."
142,49,4,2,"Fiend Expanded Spells"
143,49,5,3,"Spell_::_Level Spells"
144,49,6,4,"1st_::_burning hands, command"
145,49,6,5,"2nd_::_blindness/deafness, scorching ray"
146,49,6,6,"3rd_::_fireball, stinking cloud"
147,49,6,7,"4th_::_fire shield, wall of fire"
148,49,6,8,"5th_::_flame strike, hallow"
149,50,2,0,"Dark One's Blessing"
150,50,0,1,"Starting at 1st level, when you reduce a hostile creature to 0 hit points, you gain temporary hit points equal to your Charisma modifier + your warlock level (minimum of 1)."
151,51,2,0,"Dark One's Own Luck"
152,51,0,1,"Starting at 6th level, you can call on your patron to alter fate in your favor. When you make an ability check or a saving throw, you can use this feature to add a d10 to your roll. You can do so after seeing the initial roll but before any of the roll's effects occur."
153,51,0,2,"Once you use this feature, you can't use it again until you finish a short or long rest."
154,52,2,0,"Fiendish Resilience"
155,52,0,1,"Starting at 10th level, you can choose one damage type when you finish a short or long rest. You gain resistance to that damage type until you choose a different one with this feature. Damage from magical weapons or silver weapons ignores this resistance."
156,53,2,0,"Hurl Through Hell"
157,53,0,1,"Starting at 14th level, when you hit a creature with an attack, you can use this feature to instantly transport the target through the lower planes. The creature disappears and hurtles through a nightmare landscape."
158,53,0,2,"At the end of your next turn, the target returns to the space it previously occupied, or the nearest unoccupied space. If the target is not a fiend, it takes 10d10 psychic damage as it reels from its horrific experience."
159,53,0,3,"Once you use this feature, you can't use it again until you finish a long rest."
