text_id, feature_id, text_type, text_order, text_text
36,12,0,1,"Beginning at 18th level, if your total for a Strength check is less than your Strength score, you can use that score in place of the total."
37,13,1,0,"Primal Champion"
38,13,0,1,"At 20th level, you embody the power of the wilds."
39,13,0,2,"Your Strength and Constitution scores increase by 4."
40,13,0,3,"Your maximum for those scores is now 24."
41,13,0,4,"Path of the Berserker#"
42,13,0,5,"For some barbarians, rage is a means to an end-"
43,13,0,6,"that end being violence. The Path of the Berserker is a path of untrammeled fury, slick with blood. As you enter the berserker's rage, you thrill in the chaos of battle, heedless of your own health or well-being."
44,14,2,0,"Frenzy"
45,14,0,1,"Starting when you choose this path at 3rd level, you can go into a frenzy when you rage. If you do so, for the duration of your rage you can make a single melee weapon attack as a bonus action on each of your turns after this one. When your rage ends, you suffer one level of exhaustion (as described in appendix PH-A)."
46,15,2,0,"Mindless Rage"
47,15,0,1,"Beginning at 6th level, you can't be charmed or frightened while raging. If you are charmed or frightened when you enter your rage, the effect is suspended for the duration of the rage."
48,16,2,0,"Intimidating Presence"
49,16,0,1,"Beginning at 10th level, you can use your action to frighten someone with your menacing presence."
50,16,0,2,"When you do so, choose one creature that you can see within 30 feet of you. If the creature can see or hear you, it must succeed on a Wisdom saving throw (DC equal to 8 + your proficiency bonus + your Charisma modifier) or be frightened of you until the end of your next turn. On subsequent turns, you can use your action to extend the duration of this effect on the frightened creature until the end of your next turn. This effect ends if the creature ends its turn out of line of sight or more than 60 feet away from you."
51,16,0,3,"If the creature succeeds on its saving throw, you can't use this feature on that creature again for 24 hours."
52,17,2,0,"Retaliation"
53,17,0,1,"Starting at 14th level, when you take damage from a creature that is within 5 feet of you, you can use your reaction to make a melee weapon attack against that creature."
54,18,1,0,"Spellcasting"
55,18,0,1,"You have learned to untangle and reshape the fabric of reality in harmony with your wishes and music."
56,18,0,2,"Your spells are part of your vast repertoire, magic that you can tune to different situations."
57,19,2,0,"Cantrips"
58,19,0,1,"You know two cantrips of your choice from the bard spell list. You learn additional bard cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Bard table."
59,20,2,0,"Spell Slots"
60,20,0,1,"The Bard table shows how many spell slots you have to cast your spells of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."
61,20,0,2,"For example, if you know the 1st-level spell cure wounds and have a 1st-level and a 2nd-level spell slot available, you can cast cure wounds using either slot."
62,21,2,0,"Spells Known of Ist Level and Higher"
63,21,0,1,"You know four 1st-level spells of your choice from the bard spell list."
64,21,0,2,"The Spells Known column of the Bard table shows when you learn more bard spells of your choice."
65,21,0,3,"Each of these spells must be of a level for which you have spell slots, as shown on the table. For instance, when you reach 3rd level in this class, you can learn one new spell of 1st or 2nd level."
66,21,0,4,"Additionally, when you gain a level in this class, you can choose one of the bard spells you know and replace it with another spell from the bard spell list, which also must be of a level for which you have spell slots."
67,22,2,0,"Spellcasting Ability"
68,22,0,1,"Charisma is your spellcasting ability for your bard spells. Your magic comes from the heart and soul you pour into the performance of your music or oration. You use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a bard spell you cast and when making an attack roll with one."
69,22,0,2,"<b>Spell save DC</b> = 8 + your proficiency bonus \+ your Charisma modifier."
70,22,0,3,"<b>Spell attack modifier</b> = your proficiency bonus \+ your Charisma modifier."
71,23,2,0,"Ritual Casting"
72,23,0,1,"You can cast any bard spell you know as a ritual if that spell has the ritual tag."
73,23,0,2,"Spellcasting Focus You can use a musical instrument (see Equipment) as a spellcasting focus for your bard spells."
74,24,1,0,"Bardic Inspiration"
75,24,0,1,"You can inspire others through stirring words or music. To do so, you use a bonus action on your turn to choose one creature other than yourself within 60 feet of you who can hear you. That creature gains one Bardic Inspiration die, a d6."
76,24,0,2,"Once within the next 10 minutes, the creature can roll the die and add the number rolled to one ability check, attack roll, or saving throw it makes. The creature can wait until after it rolls the d20 before deciding to use the Bardic Inspiration die, but must decide before the GM says whether the roll succeeds or fails. Once the Bardic Inspiration die is rolled, it is lost. A creature can have only one Bardic Inspiration die at a time."
77,24,0,3,"You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain any expended uses when you finish a long rest."
78,24,0,4,"Your Bardic Inspiration die changes when you reach certain levels in this class. The die becomes a d8 at 5th level, a d10 at 10th level, and a d12 at 15th level."
79,25,1,0,"Jack of All Trades"
80,25,0,1,"Starting at 2nd level, you can add half your proficiency bonus, rounded down, to any ability check you make that doesn't already include your proficiency bonus."
81,26,1,0,"Song of Rest"
82,26,0,1,"Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points."
83,26,0,2,"The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level."
84,27,1,0,"Bard College"
85,27,0,1,"At 3rd level, you delve into the advanced techniques of a bard college of your choice, such as the College of Lore. Your choice grants you features at 3rd level and again at 6th and 14th level."
86,28,1,0,"Expertise"
87,28,0,1,"At 3rd level, choose two of your skill proficiencies."
88,28,0,2,"Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies."
89,28,0,3,"At 10th level, you can choose another two skill proficiencies to gain this benefit."
90,29,1,0,"Ability Score Improvement"
91,29,0,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
92,30,1,0,"Font of Inspiration"
93,30,0,1,"Beginning when you reach 5th level, you regain all of your expended uses of Bardic Inspiration when you finish a short or long rest."
94,31,1,0,"Countercharm"
95,31,0,1,"At 6th level, you gain the ability to use musical notes or words of power to disrupt mind-influencing effects. As an action, you can start a performance that lasts until the end of your next turn. During that time, you and any friendly creatures within 30 feet of you have advantage on saving throws against being frightened or charmed. A creature must be able to hear you to gain this benefit. The performance ends early if you are incapacitated or silenced or if you voluntarily end it (no action required)."
96,32,1,0,"Magical Secrets"
97,32,0,1,"By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines."
98,32,0,2,"Choose two spells from any class, including this one."
99,32,0,3,"A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip."
100,32,0,4,"The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table."
101,32,0,5,"You learn two additional spells from any class at 14th level and again at 18th level."
102,33,1,0,"Superior Inspiration"
103,33,0,1,"At 20th level, when you roll initiative and have no uses of Bardic Inspiration left, you regain one use."
104,34,1,0,"College of Lore"
105,34,0,1,"Bards of the College of Lore know something about most things, collecting bits of knowledge from sources as diverse as scholarly tomes and peasant tales. Whether singing folk ballads in taverns or elaborate compositions in royal courts, these bards use their gifts to hold audiences spellbound. When the applause dies down, the audience members might find themselves questioning everything they held to be true, from their faith in the priesthood of the local temple to their loyalty to the king."
106,34,0,2,"The loyalty of these bards lies in the pursuit of beauty and truth, not in fealty to a monarch or following the tenets of a deity. A noble who keeps such a bard as a herald or advisor knows that the bard would rather be honest than politic."
107,34,0,3,"The college's members gather in libraries and sometimes in actual colleges, complete with classrooms and dormitories, to share their lore with one another. They also meet at festivals or affairs of state, where they can expose corruption, unravel lies, and poke fun at self-important figures of authority."
108,35,2,0,"Bonus Proficiencies"
109,35,0,1,"When you join the College of Lore at 3rd level, you gain proficiency with three skills of your choice."
110,36,2,0,"Cutting Words"
111,36,0,1,"Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others. When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll. You can choose to use this feature after the creature makes its roll, but before the GM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed."
112,37,2,0,"Additional Magical Secrets"
113,37,0,1,"At 6th level, you learn two spells of your choice from any class. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip."
114,37,0,2,"The chosen spells count as bard spells for you but don't count against the number of bard spells you know."
115,38,2,0,"Peerless Skill"
116,38,0,1,"Starting at 14th level, when you make an ability check, you can expend one use of Bardic Inspiration."
117,38,0,2,"Roll a Bardic Inspiration die and add the number rolled to your ability check. You can choose to do so after you roll the die for the ability check, but before the GM tells you whether you succeed or fail."
118,39,1,0,"Spellcasting"
119,39,0,1,"As a conduit for divine power, you can cast cleric spelis."
120,40,2,0,"Cantrips"
121,40,0,1,"At 1st level, you know three cantrips of your choice from the cleric spell list. You learn additional cleric cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Cleric table."
122,40,0,2,"Preparing and Casting Spells#$"
123,40,0,3,"The Cleric table shows how many spell slots you have to cast your spells of 1st level and higher. To cast one of these spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."
124,40,0,4,"You prepare the list of cleric spells that are available for you to cast, choosing from the cleric spell list. When you do so, choose a number of cleric spells equal to your Wisdom modifier + your cleric level (minimum of one spell). The spells must be of a level for which you have spell slots."
125,40,0,5,"For example, if you are a 3rd-level cleric, you have four 1st-level and two 2nd-level spell slots. With a Wisdom of 16, your list of prepared spells can include six spells of 1st or 2nd level, in any combination. If you prepare the 1st-level spell cure wounds, you can cast it using a 1st-level or 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells."
126,40,0,6,"You can change your list of prepared spells when you finish a long rest. Preparing a new list of cleric spells requires time spent in prayer and meditation:"
127,40,0,7,"at least 1 minute per spell level for each spell on your list."
128,41,2,0,"Spellcasting Ability"
129,41,0,1,"Wisdom is your spellcasting ability for your cleric spells. The power of your spells comes from your devotion to your deity. You use your Wisdom whenever a cleric spell refers to your spellcasting ability. In addition, you use your Wisdom modifier when setting the saving throw DC for a cleric spell you cast and when making an attack roll with one."
130,41,0,2,"<b>Spell save DC</b> = 8 + your proficiency bonus \+ your Wisdom modifier."
131,41,0,3,"<b>Spell attack modifier</b> = your proficiency bonus \+ your Wisdom modifier."
132,42,2,0,"Ritual Casting"
133,42,0,1,"You can cast a cleric spell as a ritual if that spell has the ritual tag and you have the spell prepared."
134,42,0,2,"Spellcasting Focus#$"
135,42,0,3,"You can use a holy symbol (see Equipment) as a spellcasting focus for your cleric spells."
136,43,1,0,"Divine Domain"
137,43,0,1,"Choose one domain related to your deity, such as Life. Each domain is detailed at the end of the class description, and each one provides examples of gods associated with it. Your choice grants you domain spells and other features when you choose it at 1st level. It also grants you additional ways to use Channel Divinity when you gain that feature at 2nd level, and additional benefits at 6th, 8th, and 17th levels."
138,44,2,0,"Domain Spells"
139,44,0,1,"Each domain has a list of spells-its domain spells-"
140,44,0,2,"that you gain at the cleric levels noted in the domain description. Once you gain a domain spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day."
141,44,0,3,"If you have a domain spell that doesn't appear on the cleric spell list, the spell is nonetheless a cleric spell for you."
142,45,1,0,"Channel Divinity"
143,45,0,1,"At 2nd level, you gain the ability to channel divine energy directly from your deity, using that energy to fuel magical effects. You start with two such effects:"
144,45,0,2,"Turn Undead and an effect determined by your domain. Some domains grant you additional effects as you advance in levels, as noted in the domain description."
145,45,0,3,"When you use your Channel Divinity, you choose which effect to create. You must then finish a short or long rest to use your Channel Divinity again."
146,45,0,4,"Some Channel Divinity effects require saving throws. When you use such an effect from this class, the DC equals your cleric Spell save DC."
147,45,0,5,"Beginning at 6th level, you can use your Channel Divinity twice between rests, and beginning at 18th level, you can use it three times between rests. When you finish a short or long rest, you regain your expended uses."
148,46,2,0,"Channel Divinity: Turn Undead"
149,46,0,1,"As an action, you present your holy symbol and speak a prayer censuring the undead. Each undead that can see or hear you within 30 feet of you must make a Wisdom saving throw. If the creature fails its saving throw, it is turned for 1 minute or until it takes any damage."
150,46,0,2,"A turned creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can use the Dodge action."
151,46,0,3,"Ability Score Improvement#"
152,46,0,4,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
153,47,1,0,"Destroy Undead"
154,47,0,1,"Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold, as shown in the Destroy Undead table."
155,47,4,2,"Destroy Undead"
156,47,5,3,"Cleric Level_::_Destroys Undead of CR..."
157,47,6,4,"5th_::_1/2 or lower"
158,47,6,5,"8th_::_1 or lower"
159,47,6,6,"11th_::_2 or lower"
160,47,6,7,"14th_::_3 or lower"
161,47,6,8,"17th_::_4 or lower"
162,48,1,0,"Divine Intervention"
163,48,0,1,"Beginning at 10th level, you can call on your deity to intervene on your behalf when your need is great."
164,48,0,2,"Imploring your deity's aid requires you to use your action. Describe the assistance you seek, and roll percentile dice. If you roll a number equal to or lower than your cleric level, your deity intervenes."
165,48,0,3,"The GM chooses the nature of the intervention; the effect of any cleric spell or cleric domain spell would be appropriate."
166,48,0,4,"If your deity intervenes, you can't use this feature again for 7 days. Otherwise, you can use it again after you finish a long rest."
167,48,0,5,"At 20th level, your call for intervention succeeds automatically, no roll required."
168,49,1,0,"Life Domain"
169,49,0,1,"The Life domain focuses on the vibrant positive energy-one of the fundamental forces of the universe-that sustains all life. The gods of life promote vitality and health through healing the sick and wounded, caring for those in need, and driving away the forces of death and undeath. Almost any non-evil deity can claim influence over this domain, particularly agricultural deities (such as Chauntea, Arawai, and Demeter), sun gods (such as Lathander, Pelor, and Re-Horakhty), gods of healing or endurance (such as Ilmater, Mishakal, Apollo, and Diancecht), and gods of home and community (such as Hestia, Hathor, and Boldrei)."
170,49,4,2,"Life Domain Spells"
171,49,5,3,"Cleric Level_::_Spells"
172,49,6,4,"1st_::_bless, cure wounds"
173,49,6,5,"3rd_::_lesser restoration, spiritual weapon"
174,49,6,6,"5th_::_beacon of hope, revivify"
175,49,6,7,"7th_::_death ward, guardian of faith"
176,49,6,8,"9th_::_mass cure wounds, raise dead"
177,50,2,0,"Bonus Proficiency"
178,50,0,1,"When you choose this domain at 1st level, you gain proficiency with heavy armor."
179,51,2,0,"Disciple of Life"
180,51,0,1,"Also starting at 1st level, your healing spells are more effective. Whenever you use a spell of 1st level or higher to restore hit points to a creature, the creature regains additional hit points equal to 2 \+ the spell's level."
181,52,2,0,"Channel Divinity: Preserve Life"
182,52,0,1,"Starting at 2nd level, you can use your Channel Divinity to heal the badly injured."
183,52,0,2,"As an action, you present your holy symbol and evoke healing energy that can restore a number of hit points equal to five times your cleric level."
184,52,0,3,"Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half of its hit point maximum. You can't use this feature on an undead or a construct."
185,53,2,0,"Blessed Healer"
186,53,0,1,"Beginning at 6th level, the healing spells you cast on others heal you as well. When you cast a spell of 1st level or higher that restores hit points to a creature other than you, you regain hit points equal to 2 + the spell's level."
187,54,2,0,"Divine Strike"
188,54,0,1,"At 8th level, you gain the ability to infuse your weapon strikes with divine energy. Once on each of your turns when you hit a creature with a weapon attack, you can cause the attack to deal an extra 1d8 radiant damage to the target. When you reach 14th level, the extra damage increases to 2d8."
189,55,2,0,"Supreme Healing"
190,55,0,1,"Starting at 17th level, when you would normally roll one or more dice to restore hit points with a spell, you instead use the highest number possible for each die. For example, instead of restoring 2d6 hit points to a creature, you restore 12."
191,56,1,0,"Druidic"
192,56,0,1,"You know Druidic, the secret language of druids. You can speak the language and use it to leave hidden messages. You and others who know this language automatically spot such a message. Others spot the message's presence with a successful DC 15 Wisdom (Perception) check but can't decipher it without magic."
193,57,1,0,"Spellcasting"
194,57,0,1,"Drawing on the divine essence of nature itself, you can cast spells to shape that essence to your will."
195,58,2,0,"Cantrips"
196,58,0,1,"At 1st level, you know two cantrips of your choice from the druid spell list. You learn additional druid cantrips of your choice at higher levels, as shown in the Cantrips Known column of the Druid table."
197,59,2,0,"Preparing and Casting Spells"
198,59,0,1,"The Druid table shows how many spell slots you have to cast your spells of 1st level and higher. To cast one of these druid spells, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."
199,59,0,2,"You prepare the list of druid spells that are available for you to cast, choosing from the druid spell list. When you do so, choose a number of druid spells equal to your Wisdom modifier + your druid level (minimum of one spell). The spells must be of a level for which you have spell slots."
200,59,0,3,"For example, if you are a 3rd-level druid, you have four 1st-level and two 2nd-level spell slots. With a Wisdom of 16, your list of prepared spells can include six spells of 1st or 2nd level, in any combination. If you prepare the 1st-level spell cure wounds, you can cast it using a 1st-level or 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells."
201,59,0,4,"You can also change your list of prepared spells when you finish a long rest. Preparing a new list of druid spells requires time spent in prayer and meditation: at least 1 minute per spell level for each spell on your list."
202,60,2,0,"Spellcasting Ability"
203,60,0,1,"Wisdom is your spellcasting ability for your druid spells, since your magic draws upon your devotion and attunement to nature. You use your Wisdom whenever a spell refers to your spellcasting ability."
204,60,0,2,"In addition, you use your Wisdom modifier when setting the saving throw DC for a druid spell you cast and when making an attack roll with one."
205,60,0,3,"<b>Spell save DC</b> = 8 + your proficiency bonus \+ your Wisdom modifier."
206,60,0,4,"<b>Spell attack modifier</b> = your proficiency bonus \+ your Wisdom modifier."
207,61,2,0,"Ritual Casting"
208,61,0,1,"You can cast a druid spell as a ritual if that spell has the ritual tag and you have the spell prepared."
209,62,2,0,"Spellcasting Focus"
210,62,0,1,"You can use a druidic focus (see Equipment) as a spellcasting focus for your druid spells."
211,63,1,0,"Wild Shape"
212,63,0,1,"Starting at 2nd level, you can use your action to magically assume the shape of a beast that you have seen before. You can use this feature twice. You regain expended uses when you finish a short or long rest."
213,63,0,2,"Your druid level determines the beasts you can transform into, as shown in the Beast Shapes table."
214,63,0,3,"At 2nd level, for example, you can transform into any beast that has a challenge rating of 1/4 or lower that doesn't have a flying or swimming speed."
215,63,4,4,"Beast Shapes"
216,63,5,5,"Level_::_Max. CR_::_Limitations_::_Example"
217,63,6,6,"2nd_::_1/4_::_No flying or swimming speed_::_Wolf"
218,63,6,7,"4th_::_1/2_::_No flying speed_::_Crocodile"
219,63,6,8,"8th_::_1_::_-_::_Giant Eagle"
220,63,0,9,"You can stay in a beast shape for a number of hours equal to half your druid level (rounded down)."
221,63,0,10,"You then revert to your normal form unless you expend another use of this feature. You can revert to your normal form earlier by using a bonus action on your turn. You automatically revert if you fall unconscious, drop to 0 hit points, or die."
222,63,0,11,"While you are transformed, the following rules apply:"
223,63,3,12,"Your game statistics are replaced by the statistics of the beast, but you retain your alignment, personality, and Intelligence, Wisdom, and Charisma scores. You also retain all of your skill and saving throw proficiencies, in addition to gaining those of the creature. If the creature has the same proficiency as you and the bonus in its stat block is higher than yours, use the creature's bonus instead of yours. If the creature has any legendary or lair actions, you can't use them."
224,63,3,13,"When you transform, you assume the beast's hit points and Hit Dice. When you revert to your normal form, you return to the number of hit points you had before you transformed. However, if you revert as a result of dropping to 0 hit points, any excess damage carries over to your normal form. For example, if you take 10 damage in animal form and have only 1 hit point left, you revert and take 9 damage. As long as the excess damage doesn't reduce your normal form to 0 hit points, you aren't knocked unconscious."
225,63,3,14,"You can't cast spells, and your ability to speak or take any action that requires hands is limited to the capabilities of your beast form. Transforming doesn't break your concentration on a spell you've already cast, however, or prevent you from taking actions that are part of a spell, such as call lightning, that you've already cast."
226,63,3,15,"You retain the benefit of any features from your class, race, or other source and can use them if the new form is physically capable of doing so. However, you can't use any of your special senses, such as darkvision, unless your new form also has that sense."
227,63,3,16,"You choose whether your equipment falls to the ground in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the GM decides whether it is practical for the new form to wear a piece of equipment, based on the creature's shape and size. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with it. Equipment that merges with the form has no effect until you leave the form."
228,64,1,0,"Druid Circle"
229,64,0,1,"At 2nd level, you choose to identify with a circle of druids, such as the Circle of the Land. Your choice grants you features at 2nd level and again at 6th, 10th, and 14th level."
230,65,1,0,"Ability Score Improvement"
231,65,0,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
232,66,1,0,"Timeless Body"
233,66,0,1,"Starting at 18th level, the primal magic that you wield causes you to age more slowly. For every 10 years that pass, your body ages only 1 year."
234,67,1,0,"Beast Spells"
235,67,0,1,"Beginning at 18th level, you can cast many of your druid spells in any shape you assume using Wild Shape. You can perform the somatic and verbal components of a druid spell while in a beast shape, but you aren't able to provide material components."
236,68,1,0,"Archdruid"
237,68,0,1,"At 20th level, you can use your Wild Shape an unlimited number of times."
238,68,0,2,"Additionally, you can ignore the verbal and somatic components of your druid spells, as well as any material components that lack a cost and aren't consumed by a spell. You gain this benefit in both your normal shape and your beast shape from Wild Shape."
239,69,1,0,"Circle of the Land"
240,69,0,1,"The Circle of the Land is made up of mystics and sages who safeguard ancient knowledge and rites through a vast oral tradition. These druids meet within sacred circles of trees or standing stones to whisper primal secrets in Druidic. The circle's wisest members preside as the chief priests of communities that hold to the Old Faith and serve as advisors to the rulers of those folk. As a member of this circle, your magic is influenced by the land where you were initiated into the circle's mysterious rites."
241,70,2,0,"Bonus Cantrip"
242,70,0,1,"When you choose this circle at 2nd level, you learn one additional druid cantrip of your choice."
243,71,2,0,"Natural Recovery"
244,71,0,1,"Starting at 2nd level, you can regain some of your magical energy by sitting in meditation and communing with nature. During a short rest, you choose expended spell slots to recover. The spell slots can have a combined level that is equal to or less than half your druid level (rounded up), and none of the slots can be 6th level or higher. You can't use this feature again until you finish a long rest."
245,71,0,2,"For example, when you are a 4th-level druid, you can recover up to two levels worth of spell slots. You can recover either a 2nd-level slot or two 1st-level slots."
246,72,2,0,"Circle Spells"
247,72,0,1,"Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid."
248,72,0,2,"Choose that land-arctic, coast, desert, forest, grassland, mountain, or swamp-and consult the associated list of spells."
249,72,0,3,"Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you."
250,72,4,4,"Arctic"
251,72,5,5,"Druid Level_::_Circle Spells"
252,72,6,6,"3rd_::_hold person, spike growth"
253,72,6,7,"5th_::_sleet storm, slow"
254,72,6,8,"7th_::_freedom of movement, ice storm"
255,72,6,9,"9th_::_commune with nature, cone of cold"
256,72,4,10,"Coast"
257,72,5,11,"Druid Level_::_Circle Spells"
258,72,6,12,"3rd_::_mirror image, misty step"
259,72,6,13,"5th_::_water breathing, water walk"
260,72,6,14,"7th_::_control water, freedom of movement"
261,72,6,15,"9th_::_conjure elemental, scrying"
262,72,4,16,"Desert"
263,72,5,17,"Druid Level_::_Circle Spells"
264,72,6,18,"3rd_::_blur, silence"
265,72,6,19,"5th_::_create food and water, protection from energy"
266,72,6,20,"7th_::_blight, hallucinatory terrain"
267,72,6,21,"9th_::_insect plague, wall of stone"
268,72,4,22,"Forest"
269,72,5,23,"Druid Level_::_Circle Spells"
270,72,6,24,"3rd_::_barkskin, spider climb"
271,72,6,25,"5th_::_call lightning, plant growth"
272,72,6,26,"7th_::_divination, freedom of movement"
273,72,6,27,"9th_::_commune with nature, tree stride"
274,72,4,28,"Grassland"
275,72,5,29,"Druid Level_::_Circle Spells"
276,72,6,30,"3rd_::_invisibility, pass without trace"
277,72,6,31,"5th_::_daylight, haste"
278,72,6,32,"7th_::_divination, freedom of movement"
279,72,6,33,"9th_::_dream, insect plague"
280,72,4,34,"Mountain"
281,72,5,35,"Druid Level_::_Circle Spells"
282,72,6,36,"3rd_::_spider climb, spike growth"
283,72,6,37,"5th_::_lightning bolt, meld into stone"
284,72,6,38,"7th_::_stone shape, stoneskin"
285,72,6,39,"9th_::_passwall, wall of stone"
286,72,4,40,"Swamp"
287,72,5,41,"Druid Level_::_Circle Spells"
288,72,6,42,"3rd_::_acid arrow, darkness"
289,72,6,43,"5th_::_water walk, stinking cloud"
290,72,6,44,"7th_::_freedom of movement, locate creature"
291,72,6,45,"9th_::_insect plague, scrying"
292,73,2,0,"Land's Stride"
