text_id, feature_id, text_type, text_order, text_text
21,6,0,1,"You can inspire others through stirring words or music. To do so, you use a bonus action on your turn to choose one creature other than yourself within 60 feet of you who can hear you. That creature gains one Bardic Inspiration die, a d6."
22,6,0,2,"Once within the next 10 minutes, the creature can roll the die and add the number rolled to one ability check, attack roll, or saving throw it makes. The creature can wait until after it rolls the d20 before deciding to use the Bardic Inspiration die, but must decide before the GM says whether the roll succeeds or fails. Once the Bardic Inspiration die is rolled, it is lost. A creature can have only one Bardic Inspiration die at a time."
23,6,0,3,"You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain any expended uses when you finish a long rest."
24,6,0,4,"Your Bardic Inspiration die changes when you reach certain levels in this class. The die becomes a d8 at 5th level, a d10 at 10th level, and a d12 at 15th level."
25,7,1,0,"Jack of All Trades"
26,7,0,1,"Starting at 2nd level, you can add half your proficiency bonus, rounded down, to any ability check you make that doesn't already include your proficiency bonus."
27,8,1,0,"Song of Rest"
28,8,0,1,"Beginning at 2nd level, you can use soothing music or oration to help revitalize your wounded allies during a short rest. If you or any friendly creatures who can hear your performance regain hit points at the end of the short rest by spending one or more Hit Dice, each of those creatures regains an extra 1d6 hit points."
29,8,0,2,"The extra hit points increase when you reach certain levels in this class: to 1d8 at 9th level, to 1d10 at 13th level, and to 1d12 at 17th level."
30,9,1,0,"Bard College"
31,9,0,1,"At 3rd level, you delve into the advanced techniques of a bard college of your choice, such as the College of Lore. Your choice grants you features at 3rd level and again at 6th and 14th level."
32,10,1,0,"Expertise"
33,10,0,1,"At 3rd level, choose two of your skill proficiencies."
34,10,0,2,"Your proficiency bonus is doubled for any ability check you make that uses either of the chosen proficiencies."
35,10,0,3,"At 10th level, you can choose another two skill proficiencies to gain this benefit."
36,11,1,0,"Ability Score Improvement"
37,11,0,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
38,12,1,0,"Font of Inspiration"
39,12,0,1,"Beginning when you reach 5th level, you regain all of your expended uses of Bardic Inspiration when you finish a short or long rest."
40,13,1,0,"Countercharm"
41,13,0,1,"At 6th level, you gain the ability to use musical notes or words of power to disrupt mind-influencing effects. As an action, you can start a performance that lasts until the end of your next turn. During that time, you and any friendly creatures within 30 feet of you have advantage on saving throws against being frightened or charmed. A creature must be able to hear you to gain this benefit. The performance ends early if you are incapacitated or silenced or if you voluntarily end it (no action required)."
42,14,1,0,"Magical Secrets"
43,14,0,1,"By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines."
44,14,0,2,"Choose two spells from any class, including this one."
45,14,0,3,"A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip."
46,14,0,4,"The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table."
47,14,0,5,"You learn two additional spells from any class at 14th level and again at 18th level."
48,15,1,0,"Superior Inspiration"
49,15,0,1,"At 20th level, when you roll initiative and have no uses of Bardic Inspiration left, you regain one use."
50,16,1,0,"College of Lore"
51,16,0,1,"Bards of the College of Lore know something about most things, collecting bits of knowledge from sources as diverse as scholarly tomes and peasant tales. Whether singing folk ballads in taverns or elaborate compositions in royal courts, these bards use their gifts to hold audiences spellbound. When the applause dies down, the audience members might find themselves questioning everything they held to be true, from their faith in the priesthood of the local temple to their loyalty to the king."
52,16,0,2,"The loyalty of these bards lies in the pursuit of beauty and truth, not in fealty to a monarch or following the tenets of a deity. A noble who keeps such a bard as a herald or advisor knows that the bard would rather be honest than politic."
53,16,0,3,"The college's members gather in libraries and sometimes in actual colleges, complete with classrooms and dormitories, to share their lore with one another. They also meet at festivals or affairs of state, where they can expose corruption, unravel lies, and poke fun at self-important figures of authority."
54,17,2,0,"Bonus Proficiencies"
55,17,0,1,"When you join the College of Lore at 3rd level, you gain proficiency with three skills of your choice."
56,18,2,0,"Cutting Words"
57,18,0,1,"Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others. When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll. You can choose to use this feature after the creature makes its roll, but before the GM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed."
58,19,2,0,"Additional Magical Secrets"
59,19,0,1,"At 6th level, you learn two spells of your choice from any class. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip."
60,19,0,2,"The chosen spells count as bard spells for you but don't count against the number of bard spells you know."
61,20,2,0,"Peerless Skill"
62,20,0,1,"Starting at 14th level, when you make an ability check, you can expend one use of Bardic Inspiration."
63,20,0,2,"Roll a Bardic Inspiration die and add the number rolled to your ability check. You can choose to do so after you roll the die for the ability check, but before the GM tells you whether you succeed or fail."
