text_id, feature_id, text_type, text_order, text_text
33,7,999,3,"Ability Score Improvement#"
34,7,0,4,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
35,8,1,0,"Destroy Undead"
36,8,0,1,"Starting at 5th level, when an undead fails its saving throw against your Turn Undead feature, the creature is instantly destroyed if its challenge rating is at or below a certain threshold, as shown in the Destroy Undead table."
37,8,4,2,"Destroy Undead"
38,8,5,3,"Cleric Level_::_Destroys Undead of CR..."
39,8,6,4,"5th_::_1/2 or lower"
40,8,6,5,"8th_::_1 or lower"
41,8,6,6,"11th_::_2 or lower"
42,8,6,7,"14th_::_3 or lower"
43,8,6,8,"17th_::_4 or lower"
44,9,1,0,"Divine Intervention"
45,9,0,1,"Beginning at 10th level, you can call on your deity to intervene on your behalf when your need is great\. Imploring your deity's aid requires you to use your action. Describe the assistance you seek, and roll percentile dice. If you roll a number equal to or lower than your cleric level, your deity intervenes\. The GM chooses the nature of the intervention; the effect of any cleric spell or cleric domain spell would be appropriate."
46,9,0,2,"If your deity intervenes, you can't use this feature again for 7 days. Otherwise, you can use it again after you finish a long rest."
47,9,0,3,"At 20th level, your call for intervention succeeds automatically, no roll required."
48,10,1,0,"Life Domain"
49,10,0,1,"The Life domain focuses on the vibrant positive energy-one of the fundamental forces of the universe-that sustains all life. The gods of life promote vitality and health through healing the sick and wounded, caring for those in need, and driving away the forces of death and undeath. Almost any non-evil deity can claim influence over this domain, particularly agricultural deities (such as Chauntea, Arawai, and Demeter), sun gods (such as Lathander, Pelor, and Re-Horakhty), gods of healing or endurance (such as Ilmater, Mishakal, Apollo, and Diancecht), and gods of home and community (such as Hestia, Hathor, and Boldrei)."
50,10,4,2,"Life Domain Spells"
51,10,5,3,"Cleric Level_::_Spells"
52,10,6,4,"1st_::_bless, cure wounds"
53,10,6,5,"3rd_::_lesser restoration, spiritual weapon"
54,10,6,6,"5th_::_beacon of hope, revivify"
55,10,6,7,"7th_::_death ward, guardian of faith"
56,10,6,8,"9th_::_mass cure wounds, raise dead"
57,11,2,0,"Bonus Proficiency"
58,11,0,1,"When you choose this domain at 1st level, you gain proficiency with heavy armor."
59,12,2,0,"Disciple of Life"
60,12,0,1,"Also starting at 1st level, your healing spells are more effective. Whenever you use a spell of 1st level or higher to restore hit points to a creature, the creature regains additional hit points equal to 2 \+ the spell's level."
61,13,2,0,"Channel Divinity: Preserve Life"
62,13,0,1,"Starting at 2nd level, you can use your Channel Divinity to heal the badly injured."
63,13,0,2,"As an action, you present your holy symbol and evoke healing energy that can restore a number of hit points equal to five times your cleric level\. Choose any creatures within 30 feet of you, and divide those hit points among them. This feature can restore a creature to no more than half of its hit point maximum. You can't use this feature on an undead or a construct."
64,14,2,0,"Blessed Healer"
65,14,0,1,"Beginning at 6th level, the healing spells you cast on others heal you as well. When you cast a spell of 1st level or higher that restores hit points to a creature other than you, you regain hit points equal to 2 + the spell's level."
66,15,2,0,"Divine Strike"
67,15,0,1,"At 8th level, you gain the ability to infuse your weapon strikes with divine energy. Once on each of your turns when you hit a creature with a weapon attack, you can cause the attack to deal an extra 1d8 radiant damage to the target. When you reach 14th level, the extra damage increases to 2d8."
68,16,2,0,"Supreme Healing"
69,16,0,1,"Starting at 17th level, when you would normally roll one or more dice to restore hit points with a spell, you instead use the highest number possible for each die. For example, instead of restoring 2d6 hit points to a creature, you restore 12."
